"idencuesta","c11_w01","c11_w03","c43_w05","c08_02_w01","c08_02_w02","c08_02_w03","c08_02_w04","c08_02_w05","estrato_disenno","segmento_disenno","ponderador02_w05","par_mov_w01","par_mov_w02","par_mov_w03","par_mov_w04","par_mov_w05","class_part_4"
13201134,2,2,2,1,1,1,3,1,1,1320113,9.57132339477539,1,1,1,2,1,"4"
13201135,1,1,1,1,1,1,1,1,1,1320113,2.45034337043762,1,1,1,1,1,"3"
13201146,2,1,1,3,1,1,1,1,1,1320114,4.9006872177124,2,1,1,1,1,"3"
13201155,2,2,1,1,1,1,1,1,1,1320115,1.96027481555939,1,1,1,1,1,"1"
13201165,1,1,1,3,3,1,4,2,1,1320116,4.61051511764526,2,2,1,2,1,"4"
13201166,1,1,2,1,1,1,1,1,1,1320116,6.17458295822144,1,1,1,1,1,"3"
13201174,1,2,2,1,1,1,1,1,1,1320117,0.753951787948608,1,1,1,1,1,"1"
13201175,2,1,1,1,1,1,4,1,1,1320117,0.753951787948608,1,1,1,2,1,"3"
13201177,2,2,1,1,1,1,1,1,1,1320117,0.946614325046539,1,1,1,1,1,"1"
13201182,1,2,2,3,3,1,3,1,1,1320118,6.83665943145752,2,2,1,2,1,"4"
13201185,2,2,2,1,1,2,1,1,1,1320118,2.45034289360046,1,1,1,1,1,"1"
13201187,2,2,2,1,1,1,1,1,1,1320118,1.63356232643127,1,1,1,1,1,"1"
13301013,2,2,2,1,1,1,1,1,5,1330101,0.0295929629355669,1,1,1,1,1,"1"
13301021,1,1,1,1,1,1,1,1,5,1330102,0.0371550545096397,1,1,1,1,1,"3"
13301023,2,2,2,1,1,1,2,1,5,1330102,0.0371550545096397,1,1,1,1,1,"1"
13301033,2,2,2,1,1,1,1,1,5,1330103,0.110973589122295,1,1,1,1,1,"1"
13301041,2,2,1,3,1,1,1,1,5,1330104,0.0887788832187653,2,1,1,1,1,"1"
13301071,2,2,1,1,1,1,1,1,5,1330107,0.0295929647982121,1,1,1,1,1,"1"
13301091,1,2,2,1,1,1,4,3,5,1330109,0.0221947208046913,1,1,1,2,2,"4"
13301092,2,2,1,1,1,1,1,1,5,1330109,0.0221947208046913,1,1,1,1,1,"1"
13301093,2,2,2,4,3,3,1,3,5,1330109,0.0221947208046913,2,2,2,1,2,"2"
13301102,1,1,1,1,1,1,1,1,5,1330110,0.110973604023457,1,1,1,1,1,"3"
13301112,2,2,2,1,1,1,1,1,5,1330111,0.0443894416093826,1,1,1,1,1,"1"
13301132,2,2,2,1,1,1,4,5,5,1330113,0.0295929629355669,1,1,1,2,2,"4"
13301141,2,1,2,1,1,3,1,1,5,1330114,0.0443894416093826,1,1,2,1,1,"4"
13301146,2,2,1,1,1,1,1,1,5,1330114,0.0739824026823044,1,1,1,1,1,"1"
13301152,1,1,2,1,1,1,2,3,5,1330115,0.0743101090192795,1,1,1,1,2,"3"
13301153,1,1,2,3,2,1,2,3,5,1330115,0.0247700344771147,2,1,1,1,2,"4"
13301161,2,2,1,1,1,1,1,1,5,1330116,0.0990801453590393,1,1,1,1,1,"1"
13301183,1,2,2,1,2,1,1,1,5,1330118,0.0887788832187653,1,1,1,1,1,"1"
